employee_id,name,department,position,salary,citizenship,date_of_hire,employment_status,performance_rating,education_level,project_involvement,benefits
752369,Loren Kitcherside,Marketing,Customer Service Manager,"€48922,18",Stamp 4,10/20/2023,Part-Time,4.7,Bachelor's,Bike Maintenance,Employee stock options
814743,Ty Redwin,Operations,Bike Technician,"€43121,90",Stamp 4,1/19/2024,Full-Time,4.7,Bachelor's,Customer Support,Employee discounts
948921,Tabor Tennick,Marketing,Social Media Specialist,"€32021,20",Irish,4/25/2024,Contract,4.5,Master's,Social media takeover,Flexible work hours
821704,Grant Buxcy,Operations,Marketing Manager,"€72063,50",Stamp 1,12/19/2023,Part-Time,4.7,Associate's,Implemented regular maintenance schedule,Gym membership
923369,Conrade Pherps,Operations,Customer Service Manager,"€73312,44",Stamp 4,6/23/2023,Part-Time,4.3,Associate's,Bike Maintenance,Flexible work hours
837315,Bliss Ber,Marketing,Customer Support Agent,"€58377,05",Stamp 1,9/26/2023,Contract,2.0,Master's,Social Media Campaigns,Gym membership
875432,Xymenes O'Hear,Customer Service,Operations Manager,"€66691,44",Stamp 1,8/23/2023,Temporary,4.3,Bachelor's,Social Media Campaigns,Employee stock options
944707,Valentina Wotton,Customer Service,Bike Technician,"€45744,21",Irish,10/14/2023,Contract,2.5,Master's,Social Media Campaigns,Health insurance
743639,Halsey McIlory,Marketing,Bike Technician,"€63109,97",Stamp 4,10/5/2023,Part-Time,4.4,Associate's,Customer Support,Employee discounts
893957,Edeline Digman,Customer Service,Customer Service Manager,"€28039,71",Irish,3/27/2024,Full-Time,3.6,Bachelor's,Social media takeover,Employee discounts
956854,Paige Bleesing,Customer Service,Operations Manager,"€52337,14",Irish,3/16/2024,Full-Time,2.0,High School,Implemented regular maintenance schedule,Paid time off
819986,Dolores Kirsopp,Marketing,Social Media Specialist,"€56170,51",Stamp 4,3/29/2024,Temporary,2.1,Master's,Bike Maintenance,Flexible work hours
781698,Tressa Buche,Operations,Customer Support Agent,"€66975,84",Stamp 4,7/24/2023,Full-Time,4.3,Bachelor's,Marketing Campaigns,Paid time off
946043,Danice Berlin,Operations,Customer Support Agent,"€26636,11",Stamp 1,8/8/2023,Part-Time,2.1,Master's,Customer Support,Paid time off
981722,Kennett Pettett,Marketing,Customer Support Agent,"€42407,93",Stamp 1,11/5/2023,Contract,2.4,Bachelor's,Implemented regular maintenance schedule,Paid time off
889193,Cassaundra Stuer,Customer Service,Maintenance Supervisor,"€64902,82",Stamp 1,1/19/2024,Temporary,4.1,Master's,Marketing Campaigns,Flexible work hours
905019,Micky Dannatt,Customer Service,Marketing Manager,"€53326,40",Stamp 4,4/18/2024,Contract,2.0,Bachelor's,Social media takeover,Health insurance
925628,Leanora Lissandri,Customer Service,Marketing Manager,"€31512,85",Stamp 1,10/27/2023,Part-Time,2.9,Master's,Social Media Campaigns,Gym membership
980462,Ase Crawshaw,Operations,Customer Service Manager,"€37748,19",Stamp 4,2/19/2024,Temporary,3.6,High School,Marketing Campaigns,Paid time off
941922,Holmes Galsworthy,Marketing,Social Media Specialist,"€43724,00",Stamp 4,10/29/2023,Part-Time,2.2,High School,Marketing Campaigns,Employee stock options
848737,Konstantin Izzat,Customer Service,Operations Manager,"€66596,26",Irish,10/5/2023,Full-Time,4.4,Associate's,Marketing Campaigns,Health insurance
867428,Iain Abrehart,Customer Service,Social Media Specialist,"€47035,60",Stamp 1,7/5/2023,Temporary,4.3,Master's,Social Media Campaigns,Flexible work hours
859626,Delila Bray,Marketing,Maintenance Supervisor,"€28639,60",Stamp 1,2/19/2024,Full-Time,3.3,Master's,Implemented regular maintenance schedule,Employee discounts
958745,Daven Samms,Operations,Social Media Specialist,"€42315,80",Irish,9/29/2023,Contract,4.0,Associate's,Marketing Campaigns,Health insurance
780420,Keir Witherdon,Operations,Maintenance Supervisor,"€54699,93",Stamp 4,7/27/2023,Temporary,4.3,Associate's,Implemented regular maintenance schedule,Paid time off
918448,Delmore Weiner,Marketing,Social Media Specialist,"€27392,40",Stamp 1,5/16/2023,Temporary,4.2,Associate's,Customer Support,Employee discounts
843697,Schuyler Lymer,Marketing,Social Media Specialist,"€42947,05",Irish,6/5/2023,Temporary,4.2,Associate's,Bike Maintenance,Paid time off
754600,Mariam Drain,Customer Service,Social Media Specialist,"€33382,65",Stamp 1,12/16/2023,Full-Time,4.5,Bachelor's,Implemented regular maintenance schedule,Paid time off
755708,Maximilianus Kneesha,Operations,Social Media Specialist,"€39928,56",Stamp 4,6/15/2023,Full-Time,3.7,Bachelor's,Social media takeover,Flexible work hours
832760,Rayner Cunradi,Operations,Social Media Specialist,"€67875,59",Irish,1/25/2024,Temporary,2.5,High School,Implemented regular maintenance schedule,Health insurance
925688,Odie Labeuil,Operations,Bike Technician,"€41190,62",Stamp 4,4/6/2024,Contract,3.3,Associate's,Bike Maintenance,Health insurance
795915,Audy Diggell,Operations,Bike Technician,"€72629,15",Irish,6/2/2023,Contract,4.3,Master's,Implemented regular maintenance schedule,Employee discounts
749101,Sydney McAllister,Marketing,Maintenance Supervisor,"€65867,11",Stamp 1,2/5/2024,Part-Time,4.8,Associate's,Marketing Campaigns,Gym membership
950976,Danna Balsdone,Operations,Operations Manager,"€53181,65",Irish,4/30/2024,Part-Time,3.7,Master's,Marketing Campaigns,Flexible work hours
843775,Rosalyn Ordelt,Operations,Maintenance Supervisor,"€42453,90",Stamp 4,3/27/2024,Temporary,4.7,Bachelor's,Marketing Campaigns,Health insurance
818610,Elsinore Kewzick,Marketing,Customer Support Agent,"€28279,41",Stamp 1,12/19/2023,Contract,4.3,Bachelor's,Marketing Campaigns,Gym membership
827875,Nessie Sharpling,Customer Service,Maintenance Supervisor,"€65061,95",Irish,9/22/2023,Full-Time,3.2,Master's,Customer Support,Gym membership
742114,Engelbert Bril,Marketing,Operations Manager,"€63227,71",Stamp 4,10/5/2023,Temporary,4.6,Master's,Marketing Campaigns,Employee stock options
860531,Samson Cancellieri,Marketing,Operations Manager,"€28358,95",Stamp 1,1/13/2024,Full-Time,2.2,Associate's,Customer Support,Employee discounts
838127,Theda Balshaw,Operations,Customer Support Agent,"€41016,00",Stamp 4,10/19/2023,Contract,2.0,High School,Implemented regular maintenance schedule,Gym membership
716691,Camella Tomkin,Marketing,Maintenance Supervisor,"€64041,29",Stamp 1,3/18/2024,Temporary,2.6,High School,Implemented regular maintenance schedule,Employee stock options
951414,Kailey Barnicott,Customer Service,Social Media Specialist,"€67640,53",Stamp 1,4/8/2024,Temporary,2.5,Associate's,Customer Support,Employee stock options
772442,Rosetta Scarsbrick,Operations,Customer Service Manager,"€39343,68",Stamp 4,8/11/2023,Full-Time,2.3,High School,Social Media Campaigns,Flexible work hours
848121,Sheffie Mewis,Operations,Marketing Manager,"€32844,34",Irish,7/18/2023,Temporary,3.7,High School,Implemented regular maintenance schedule,Flexible work hours
761891,Issiah Cammacke,Operations,Customer Support Agent,"€66705,83",Irish,12/14/2023,Contract,4.3,Master's,Social Media Campaigns,Employee stock options
912572,Yehudit Beetles,Operations,Operations Manager,"€57365,60",Stamp 4,6/23/2023,Contract,4.3,Associate's,Implemented regular maintenance schedule,Employee discounts
897176,Elinor Elcott,Operations,Marketing Manager,"€27171,42",Irish,2/9/2024,Temporary,4.1,Master's,Social Media Campaigns,Paid time off
729148,Maxy D'Aubney,Marketing,Marketing Manager,"€72931,13",Stamp 1,7/22/2023,Part-Time,4.3,High School,Social Media Campaigns,Flexible work hours
858049,Culley Booy,Customer Service,Operations Manager,"€30110,82",Stamp 1,2/6/2024,Part-Time,2.1,High School,Customer Support,Gym membership
850701,Gilda Ariss,Operations,Marketing Manager,"€39693,18",Stamp 1,12/13/2023,Part-Time,3.7,Master's,Customer Support,Employee discounts
988807,Alice Izat,Customer Service,Operations Manager,"€28331,34",Stamp 1,5/7/2024,Full-Time,4.7,Master's,Social media takeover,Paid time off
963751,Conny Blaxland,Marketing,Marketing Manager,"€58320,47",Stamp 1,1/7/2024,Temporary,2.4,Bachelor's,Social media takeover,Employee discounts
986146,Elayne Hilling,Operations,Customer Service Manager,"€52162,12",Stamp 4,10/15/2023,Temporary,4.7,Bachelor's,Bike Maintenance,Employee discounts
972596,Ardath Gowing,Customer Service,Maintenance Supervisor,"€57674,21",Irish,12/9/2023,Full-Time,4.8,Master's,Bike Maintenance,Employee discounts
767958,Estelle Tidder,Marketing,Maintenance Supervisor,"€25956,75",Stamp 4,12/29/2023,Temporary,3.4,High School,Social Media Campaigns,Employee stock options
751341,Odelia Lickess,Customer Service,Social Media Specialist,"€65597,19",Stamp 4,7/12/2023,Contract,2.4,High School,Marketing Campaigns,Employee stock options
904453,Gaylord Sturgess,Customer Service,Marketing Manager,"€36278,25",Irish,8/22/2023,Part-Time,3.2,Bachelor's,Marketing Campaigns,Employee discounts
897381,Noni Somerscales,Customer Service,Customer Support Agent,"€74586,04",Stamp 1,11/21/2023,Temporary,2.7,Bachelor's,Bike Maintenance,Gym membership
712194,Brodie Corpes,Customer Service,Social Media Specialist,"€61679,57",Stamp 4,4/20/2024,Contract,3.2,Bachelor's,Social Media Campaigns,Paid time off
769248,Barnaby Fairham,Operations,Bike Technician,"€52473,76",Stamp 1,3/10/2024,Full-Time,2.2,Associate's,Implemented regular maintenance schedule,Gym membership
982863,Tris Kiljan,Customer Service,Operations Manager,"€63659,29",Irish,11/2/2023,Full-Time,3.9,Master's,Social media takeover,Gym membership
705062,Kendal Klemenz,Marketing,Customer Support Agent,"€44603,03",Stamp 1,4/26/2024,Contract,3.1,Bachelor's,Bike Maintenance,Flexible work hours
784264,Sigfrid Daffern,Operations,Customer Service Manager,"€42146,10",Stamp 1,6/26/2023,Full-Time,3.6,Master's,Social media takeover,Flexible work hours
819886,Karl O'Doghesty,Marketing,Bike Technician,"€30170,47",Stamp 4,11/28/2023,Part-Time,4.5,Master's,Customer Support,Employee discounts
986072,Demeter Studde,Marketing,Marketing Manager,"€61162,30",Stamp 1,5/25/2023,Part-Time,3.2,Master's,Marketing Campaigns,Employee stock options
933668,Fionna Fairleigh,Customer Service,Customer Service Manager,"€53977,00",Stamp 1,8/29/2023,Temporary,4.3,Associate's,Bike Maintenance,Flexible work hours
977924,Ole Stopp,Customer Service,Customer Service Manager,"€37909,81",Stamp 1,1/13/2024,Part-Time,4.7,High School,Social Media Campaigns,Employee stock options
764560,Rosita Bellie,Marketing,Customer Support Agent,"€66650,71",Stamp 4,5/27/2023,Temporary,3.9,Bachelor's,Social media takeover,Employee stock options
835554,Edyth Feasby,Marketing,Maintenance Supervisor,"€60129,67",Stamp 1,7/11/2023,Full-Time,4.5,Associate's,Bike Maintenance,Flexible work hours
912865,Alard Gedling,Marketing,Bike Technician,"€60811,17",Stamp 4,9/23/2023,Part-Time,2.1,High School,Implemented regular maintenance schedule,Paid time off
833096,Kele Bonicelli,Marketing,Bike Technician,"€28552,68",Stamp 4,6/30/2023,Full-Time,4.4,Associate's,Social Media Campaigns,Flexible work hours
981183,Bren Ravenshaw,Operations,Customer Service Manager,"€34662,88",Stamp 4,3/19/2024,Part-Time,2.7,Associate's,Implemented regular maintenance schedule,Health insurance
797226,Jimmy Swaite,Marketing,Customer Service Manager,"€33094,35",Stamp 4,1/25/2024,Contract,3.3,High School,Bike Maintenance,Gym membership
760626,Robyn Baker,Customer Service,Bike Technician,"€35123,87",Stamp 1,5/13/2023,Temporary,3.3,Associate's,Social Media Campaigns,Employee discounts
802094,Arnaldo Cassy,Marketing,Maintenance Supervisor,"€74385,57",Irish,4/29/2024,Full-Time,3.9,High School,Marketing Campaigns,Employee stock options
860129,Levon Boughtflower,Customer Service,Operations Manager,"€33313,14",Irish,6/9/2023,Contract,3.9,High School,Social media takeover,Gym membership
717383,Chase Marwood,Marketing,Customer Service Manager,"€31199,76",Irish,1/12/2024,Part-Time,3.5,Master's,Customer Support,Paid time off
813205,Joana Flagg,Operations,Bike Technician,"€38625,39",Stamp 1,1/11/2024,Full-Time,4.6,High School,Social media takeover,Employee discounts
894559,Lauri Zipsell,Marketing,Operations Manager,"€71907,96",Stamp 1,7/30/2023,Part-Time,3.5,High School,Customer Support,Flexible work hours
987787,Martyn Ilbert,Marketing,Bike Technician,"€45151,60",Irish,7/18/2023,Full-Time,3.5,Bachelor's,Marketing Campaigns,Employee discounts
906951,Shaina Swinfon,Customer Service,Bike Technician,"€58571,26",Stamp 4,9/27/2023,Temporary,3.8,Master's,Social media takeover,Paid time off
